theory,host,defect,cdir,nelect,F,E0,conv
pbesol,CdSe0.25Te0.75,Cd_Te,Charged+2,1936,-.61380776E+03,-.61380776E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te,Charged-1,1939,-.60702610E+03,-.60701199E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te,Charged-2,1940,-.60453383E+03,-.60453383E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te,Neutral,1938.0000,-.60946571E+03,-.60946570E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te+Se_i,Charged+1,1943,-.61507203E+03,-.61507203E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te+Se_i,Charged+2,1942,-.61728206E+03,-.61728206E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te+Se_i,Charged-1,1945,-.60981809E+03,-.60980399E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te+Se_i,Charged-2,1946,-.60728543E+03,-.60728543E+03,1
pbesol,CdSe0.25Te0.75,Cd_Te+Se_i,Neutral,1944.0000,-.61229894E+03,-.61229894E+03,1
pbesol,CdSe0.25Te0.75,Cd_i,Charged+1,1955,-.61215299E+03,-.61213889E+03,1
pbesol,CdSe0.25Te0.75,Cd_i,Charged+2,1954,-.61451885E+03,-.61451885E+03,1
pbesol,CdSe0.25Te0.75,Cd_i,Charged-1,1957,-.60671782E+03,-.60671203E+03,1
pbesol,CdSe0.25Te0.75,Cd_i,Charged-2,1958,-.60373801E+03,-.60373801E+03,1
pbesol,CdSe0.25Te0.75,Cd_i,Neutral,1956.0000,-.60973476E+03,-.60973476E+03,1
pbesol,CdSe0.25Te0.75,Cl_Se,Charged+1,1944,-.60998169E+03,-.60998169E+03,1
pbesol,CdSe0.25Te0.75,Cl_Se,Charged+2,1943,-.61190998E+03,-.61188362E+03,1
pbesol,CdSe0.25Te0.75,Cl_Se,Charged-1,1946,-.60522270E+03,-.60522270E+03,1
pbesol,CdSe0.25Te0.75,Cl_Se,Charged-2,1947,-.60171418E+03,-.60169985E+03,1
pbesol,CdSe0.25Te0.75,Cl_Se,Neutral,1945.0000,-.60762810E+03,-.60761399E+03,1
pbesol,CdSe0.25Te0.75,Cl_Te,Charged+1,1944,-.61061657E+03,-.61061657E+03,1
pbesol,CdSe0.25Te0.75,Cl_Te,Charged+2,1943,-.61252403E+03,-.61249796E+03,1
pbesol,CdSe0.25Te0.75,Cl_Te,Charged-1,1946,-.60591031E+03,-.60591031E+03,1
pbesol,CdSe0.25Te0.75,Cl_Te,Charged-2,1947,-.60239585E+03,-.60237926E+03,1
pbesol,CdSe0.25Te0.75,Cl_Te,Neutral,1945.0000,-.60828939E+03,-.60827528E+03,1
pbesol,CdSe0.25Te0.75,Cu_Cd,Charged+1,1942,-.61302545E+03,-.61299085E+03,1
pbesol,CdSe0.25Te0.75,Cu_Cd,Charged+2,1941,-.61495375E+03,-.61491490E+03,1
pbesol,CdSe0.25Te0.75,Cu_Cd,Charged-1,1944,-.60901020E+03,-.60901019E+03,1
pbesol,CdSe0.25Te0.75,Cu_Cd,Charged-2,1945,-.60664433E+03,-.60663023E+03,1
pbesol,CdSe0.25Te0.75,Cu_Cd,Neutral,1943.0000,-.61106038E+03,-.61103738E+03,1
pbesol,CdSe0.25Te0.75,N_Se,Charged+1,1942,-.61253965E+03,-.61250198E+03,1
pbesol,CdSe0.25Te0.75,N_Se,Charged+2,1941,-.61441122E+03,-.61436982E+03,1
pbesol,CdSe0.25Te0.75,N_Se,Charged-1,1944,-.60871713E+03,-.60871713E+03,1
pbesol,CdSe0.25Te0.75,N_Se,Charged-2,1945,-.60640455E+03,-.60639045E+03,1
pbesol,CdSe0.25Te0.75,N_Se,Neutral,1943.0000,-.61064664E+03,-.61062081E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_Se,Charged+1,1943,-.61137128E+03,-.61134555E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_Se,Charged+2,1942,-.61325673E+03,-.61321922E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_Se,Charged-1,1945,-.60714496E+03,-.60713086E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_Se,Charged-2,1946,-.60478776E+03,-.60478776E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_Se,Neutral,1944.0000,-.60944979E+03,-.60944979E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_i,Charged+1,1949,-.61502187E+03,-.61499604E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_i,Charged+2,1948,-.61692495E+03,-.61688737E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_i,Charged-1,1951,-.61038649E+03,-.61037238E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_i,Charged-2,1952,-.60782660E+03,-.60782660E+03,1
pbesol,CdSe0.25Te0.75,N_Se+Cl_i,Neutral,1950.0000,-.61319527E+03,-.61319527E+03,1
pbesol,CdSe0.25Te0.75,N_Se+N_i,Charged+1,1947,-.61802615E+03,-.61800033E+03,1
pbesol,CdSe0.25Te0.75,N_Se+N_i,Charged+2,1946,-.62040120E+03,-.62037585E+03,1
pbesol,CdSe0.25Te0.75,N_Se+N_i,Charged-1,1949,-.61248092E+03,-.61248092E+03,1
pbesol,CdSe0.25Te0.75,N_Se+N_i,Charged-2,1950,-.61014242E+03,-.61012872E+03,1
pbesol,CdSe0.25Te0.75,N_Se+N_i,Neutral,1948.0000,-.61441681E+03,-.61439102E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_Se,Charged+1,1942,-.61390389E+03,-.61386641E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_Se,Charged+2,1941,-.61574982E+03,-.61570865E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_Se,Charged-1,1944,-.61013150E+03,-.61013150E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_Se,Charged-2,1945,-.60791891E+03,-.60790480E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_Se,Neutral,1943.0000,-.61203450E+03,-.61200879E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_i,Charged+1,1948,-.61807218E+03,-.61804209E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_i,Charged+2,1947,-.61995283E+03,-.61991677E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_i,Charged-1,1950,-.61413949E+03,-.61413949E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_i,Charged-2,1951,-.61180011E+03,-.61178600E+03,1
pbesol,CdSe0.25Te0.75,N_Se+O_i,Neutral,1949.0000,-.61612150E+03,-.61609636E+03,1
pbesol,CdSe0.25Te0.75,N_Te,Charged+1,1942,-.61300263E+03,-.61296456E+03,1
pbesol,CdSe0.25Te0.75,N_Te,Charged+2,1941,-.61484603E+03,-.61480425E+03,1
pbesol,CdSe0.25Te0.75,N_Te,Charged-1,1944,-.60923780E+03,-.60923780E+03,1
pbesol,CdSe0.25Te0.75,N_Te,Charged-2,1945,-.60696475E+03,-.60695065E+03,1
pbesol,CdSe0.25Te0.75,N_Te,Neutral,1943.0000,-.61113758E+03,-.61111145E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_Te,Charged+1,1943,-.61265743E+03,-.61263132E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_Te,Charged+2,1942,-.61448738E+03,-.61444937E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_Te,Charged-1,1945,-.60855922E+03,-.60854511E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_Te,Charged-2,1946,-.60627263E+03,-.60627263E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_Te,Neutral,1944.0000,-.61079327E+03,-.61079327E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_i,Charged+1,1949,-.61507114E+03,-.61504502E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_i,Charged+2,1948,-.61714967E+03,-.61711171E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_i,Charged-1,1951,-.61072399E+03,-.61072349E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_i,Charged-2,1952,-.60843967E+03,-.60843967E+03,1
pbesol,CdSe0.25Te0.75,N_Te+Cl_i,Neutral,1950.0000,-.61315198E+03,-.61315198E+03,1
pbesol,CdSe0.25Te0.75,N_Te+N_i,Charged+1,1947,-.61830673E+03,-.61828082E+03,1
pbesol,CdSe0.25Te0.75,N_Te+N_i,Charged+2,1946,-.61993347E+03,-.61990910E+03,1
pbesol,CdSe0.25Te0.75,N_Te+N_i,Charged-1,1949,-.61286758E+03,-.61286758E+03,1
pbesol,CdSe0.25Te0.75,N_Te+N_i,Charged-2,1950,-.61057875E+03,-.61056471E+03,1
pbesol,CdSe0.25Te0.75,N_Te+N_i,Neutral,1948.0000,-.61477689E+03,-.61475082E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_Te,Charged+1,1942,-.61484957E+03,-.61481203E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_Te,Charged+2,1941,-.61664296E+03,-.61660173E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_Te,Charged-1,1944,-.61118270E+03,-.61118270E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_Te,Charged-2,1945,-.60903681E+03,-.60902270E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_Te,Neutral,1943.0000,-.61303382E+03,-.61300806E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_i,Charged+1,1948,-.61837476E+03,-.61833728E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_i,Charged+2,1947,-.62022326E+03,-.62018199E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_i,Charged-1,1950,-.61317009E+03,-.61316844E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_i,Charged-2,1951,-.61230625E+03,-.61229214E+03,1
pbesol,CdSe0.25Te0.75,N_Te+O_i,Neutral,1949.0000,-.61650191E+03,-.61647625E+03,1
pbesol,CdSe0.25Te0.75,N_i,Charged+1,1948,-.61651068E+03,-.61651051E+03,1
pbesol,CdSe0.25Te0.75,N_i,Charged+2,1947,-.61845332E+03,-.61842735E+03,1
pbesol,CdSe0.25Te0.75,N_i,Charged-1,1950,-.61046103E+03,-.61044693E+03,1
pbesol,CdSe0.25Te0.75,N_i,Charged-2,1951,-.60802788E+03,-.60802788E+03,1
pbesol,CdSe0.25Te0.75,N_i,Neutral,1949.0000,-.61284087E+03,-.61284087E+03,1
pbesol,CdSe0.25Te0.75,N_i+N_i,Charged+1,1953,-.62031085E+03,-.62030678E+03,1
pbesol,CdSe0.25Te0.75,N_i+N_i,Charged+2,1952,-.62196631E+03,-.62194001E+03,1
pbesol,CdSe0.25Te0.75,N_i+N_i,Charged-1,1955,-.61427697E+03,-.61426288E+03,1
pbesol,CdSe0.25Te0.75,N_i+N_i,Charged-2,1956,-.61182656E+03,-.61182551E+03,1
pbesol,CdSe0.25Te0.75,N_i+N_i,Neutral,1954.0000,-.61667479E+03,-.61667479E+03,1
pbesol,CdSe0.25Te0.75,N_i+Se_i,Charged+1,1954,-.61649625E+03,-.61649625E+03,1
pbesol,CdSe0.25Te0.75,N_i+Se_i,Charged+2,1953,-.61943084E+03,-.61940430E+03,1
pbesol,CdSe0.25Te0.75,N_i+Se_i,Charged-1,1956,-.61184995E+03,-.61183585E+03,1
pbesol,CdSe0.25Te0.75,N_i+Se_i,Charged-2,1957,-.60938056E+03,-.60937877E+03,1
pbesol,CdSe0.25Te0.75,N_i+Se_i,Neutral,1955.0000,-.61426755E+03,-.61426694E+03,1
pbesol,CdSe0.25Te0.75,N_i+Te_i,Charged+1,1954,-.61711133E+03,-.61711121E+03,1
pbesol,CdSe0.25Te0.75,N_i+Te_i,Charged+2,1953,-.61905716E+03,-.61905716E+03,1
pbesol,CdSe0.25Te0.75,N_i+Te_i,Charged-1,1956,-.61076665E+03,-.61076565E+03,1
pbesol,CdSe0.25Te0.75,N_i+Te_i,Charged-2,1957,-.60823533E+03,-.60823532E+03,1
pbesol,CdSe0.25Te0.75,N_i+Te_i,Neutral,1955.0000,-.61326139E+03,-.61324726E+03,1
pbesol,CdSe0.25Te0.75,O_Se,Charged+1,1943,-.61259610E+03,-.61256988E+03,1
pbesol,CdSe0.25Te0.75,O_Se,Charged+2,1942,-.61447394E+03,-.61443575E+03,1
pbesol,CdSe0.25Te0.75,O_Se,Charged-1,1945,-.60842922E+03,-.60841511E+03,1
pbesol,CdSe0.25Te0.75,O_Se,Charged-2,1946,-.60612016E+03,-.60612016E+03,1
pbesol,CdSe0.25Te0.75,O_Se,Neutral,1944.0000,-.61068371E+03,-.61068371E+03,1
pbesol,CdSe0.25Te0.75,O_Te,Charged+1,1943,-.61305971E+03,-.61303380E+03,1
pbesol,CdSe0.25Te0.75,O_Te,Charged+2,1942,-.61491492E+03,-.61487715E+03,1
pbesol,CdSe0.25Te0.75,O_Te,Charged-1,1945,-.60896055E+03,-.60894644E+03,1
pbesol,CdSe0.25Te0.75,O_Te,Charged-2,1946,-.60669641E+03,-.60669641E+03,1
pbesol,CdSe0.25Te0.75,O_Te,Neutral,1944.0000,-.61116953E+03,-.61116953E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Se+O_i,Charged+1,1954,-.62118497E+03,-.62114642E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Se+O_i,Charged+2,1953,-.62309342E+03,-.62304851E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Se+O_i,Charged-1,1956,-.61726235E+03,-.61726037E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Se+O_i,Charged-2,1957,-.61511918E+03,-.61511905E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Se+O_i,Neutral,1955.0000,-.61925038E+03,-.61922565E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Te+O_i,Charged+1,1954,-.62050035E+03,-.62045129E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Te+O_i,Charged+2,1953,-.62237895E+03,-.62233211E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Te+O_i,Charged-1,1956,-.61672317E+03,-.61668129E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Te+O_i,Charged-2,1957,-.61476582E+03,-.61474096E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_Te+O_i,Neutral,1955.0000,-.61864467E+03,-.61860094E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_i+O_i,Charged+1,1960,-.62540092E+03,-.62540092E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_i+O_i,Charged+2,1959,-.62614137E+03,-.62614137E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_i+O_i,Charged-1,1962,-.62191132E+03,-.62191132E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_i+O_i,Charged-2,1963,-.61884761E+03,-.61883303E+03,1
pbesol,CdSe0.25Te0.75,O_i+As_i+O_i,Neutral,1961.0000,-.62440519E+03,-.62439109E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Se+O_i,Charged+1,1964,-.62102227E+03,-.62102227E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Se+O_i,Charged+2,1963,-.62300485E+03,-.62297897E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Se+O_i,Charged-1,1966,-.61641055E+03,-.61641055E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Se+O_i,Charged-2,1967,-.61397355E+03,-.61395944E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Se+O_i,Neutral,1965.0000,-.61861334E+03,-.61861334E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Te+O_i,Charged+1,1964,-.61974556E+03,-.61971687E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Te+O_i,Charged+2,1963,-.62167595E+03,-.62163986E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Te+O_i,Charged-1,1966,-.61573450E+03,-.61573450E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Te+O_i,Charged-2,1967,-.61344582E+03,-.61344415E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_Te+O_i,Neutral,1965.0000,-.61748227E+03,-.61746433E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_i+O_i,Charged+1,1970,-.62574463E+03,-.62574463E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_i+O_i,Charged+2,1969,-.62794485E+03,-.62793075E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_i+O_i,Charged-1,1972,-.62055719E+03,-.62055719E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_i+O_i,Charged-2,1973,-.61738891E+03,-.61738834E+03,1
pbesol,CdSe0.25Te0.75,O_i+Bi_i+O_i,Neutral,1971.0000,-.62263165E+03,-.62261754E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Se+O_i,Charged+1,1954,-.62436131E+03,-.62436131E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Se+O_i,Charged+2,1953,-.62628960E+03,-.62626364E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Se+O_i,Charged-1,1956,-.61807084E+03,-.61804163E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Se+O_i,Charged-2,1957,-.61624712E+03,-.61624712E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Se+O_i,Neutral,1955.0000,-.61995721E+03,-.61991328E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Te+O_i,Charged+1,1954,-.62230116E+03,-.62225625E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Te+O_i,Charged+2,1953,-.62414393E+03,-.62410008E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Te+O_i,Charged-1,1956,-.61859539E+03,-.61856537E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Te+O_i,Charged-2,1957,-.61667683E+03,-.61666350E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_Te+O_i,Neutral,1955.0000,-.62047900E+03,-.62043794E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_i+O_i,Charged+1,1960,-.62385723E+03,-.62385721E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_i+O_i,Charged+2,1959,-.62989503E+03,-.62989241E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_i+O_i,Charged-1,1962,-.62145537E+03,-.62144721E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_i+O_i,Charged-2,1963,-.61894265E+03,-.61892838E+03,1
pbesol,CdSe0.25Te0.75,O_i+N_i+O_i,Neutral,1961.0000,-.62236307E+03,-.62235916E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Se+O_i,Charged+1,1954,-.62226014E+03,-.62222249E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Se+O_i,Charged+2,1953,-.62417449E+03,-.62413070E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Se+O_i,Charged-1,1956,-.61833546E+03,-.61833297E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Se+O_i,Charged-2,1957,-.61616977E+03,-.61616977E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Se+O_i,Neutral,1955.0000,-.62032320E+03,-.62029858E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Te+O_i,Charged+1,1954,-.62114969E+03,-.62110291E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Te+O_i,Charged+2,1953,-.62302074E+03,-.62297590E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Te+O_i,Charged-1,1956,-.61809292E+03,-.61809292E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Te+O_i,Charged-2,1957,-.61542983E+03,-.61540714E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_Te+O_i,Neutral,1955.0000,-.61925647E+03,-.61921357E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_i+O_i,Charged+1,1960,-.62413458E+03,-.62413425E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_i+O_i,Charged+2,1959,-.62646912E+03,-.62646910E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_i+O_i,Charged-1,1962,-.62070132E+03,-.62068840E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_i+O_i,Charged-2,1963,-.61812492E+03,-.61812492E+03,1
pbesol,CdSe0.25Te0.75,O_i+P_i+O_i,Neutral,1961.0000,-.62313029E+03,-.62313002E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Se+O_i,Charged+1,1954,-.62179696E+03,-.62179696E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Se+O_i,Charged+2,1953,-.62376031E+03,-.62373422E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Se+O_i,Charged-1,1956,-.61686319E+03,-.61686319E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Se+O_i,Charged-2,1957,-.61440214E+03,-.61439647E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Se+O_i,Neutral,1955.0000,-.61920285E+03,-.61920070E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Te+O_i,Charged+1,1954,-.61988490E+03,-.61984055E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Te+O_i,Charged+2,1953,-.62180001E+03,-.62175728E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Te+O_i,Charged-1,1956,-.61597950E+03,-.61595338E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Te+O_i,Charged-2,1957,-.61401073E+03,-.61400028E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_Te+O_i,Neutral,1955.0000,-.61794713E+03,-.61790853E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_i+O_i,Charged+1,1960,-.62396118E+03,-.62396118E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_i+O_i,Charged+2,1959,-.62605536E+03,-.62603591E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_i+O_i,Charged-1,1962,-.61983153E+03,-.61983153E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_i+O_i,Charged-2,1963,-.61708149E+03,-.61706738E+03,1
pbesol,CdSe0.25Te0.75,O_i+Sb_i+O_i,Neutral,1961.0000,-.62258542E+03,-.62257132E+03,1
pbesol,CdSe0.25Te0.75,P_Se,Charged+1,1942,-.61133039E+03,-.61129329E+03,1
pbesol,CdSe0.25Te0.75,P_Se,Charged+2,1941,-.61323616E+03,-.61319527E+03,1
pbesol,CdSe0.25Te0.75,P_Se,Charged-1,1944,-.60743217E+03,-.60743217E+03,1
pbesol,CdSe0.25Te0.75,P_Se,Charged-2,1945,-.60505563E+03,-.60504152E+03,1
pbesol,CdSe0.25Te0.75,P_Se,Neutral,1943.0000,-.60939992E+03,-.60937459E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_Se,Charged+1,1943,-.61014118E+03,-.61011596E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_Se,Charged+2,1942,-.61206481E+03,-.61202798E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_Se,Charged-1,1945,-.60581500E+03,-.60580089E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_Se,Charged-2,1946,-.60339482E+03,-.60339482E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_Se,Neutral,1944.0000,-.60818141E+03,-.60818141E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_i,Charged+1,1949,-.61408670E+03,-.61406185E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_i,Charged+2,1948,-.61601662E+03,-.61598050E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_i,Charged-1,1951,-.60902214E+03,-.60900803E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_i,Charged-2,1952,-.60610775E+03,-.60610775E+03,1
pbesol,CdSe0.25Te0.75,P_Se+Cl_i,Neutral,1950.0000,-.61212103E+03,-.61212103E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_Se,Charged+1,1942,-.61270728E+03,-.61267013E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_Se,Charged+2,1941,-.61458800E+03,-.61454712E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_Se,Charged-1,1944,-.60885883E+03,-.60885883E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_Se,Charged-2,1945,-.60659132E+03,-.60657721E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_Se,Neutral,1943.0000,-.61080259E+03,-.61077715E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_i,Charged+1,1948,-.61824935E+03,-.61824787E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_i,Charged+2,1947,-.62019232E+03,-.62016737E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_i,Charged-1,1950,-.61394319E+03,-.61393344E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_i,Charged-2,1951,-.61154237E+03,-.61152727E+03,1
pbesol,CdSe0.25Te0.75,P_Se+O_i,Neutral,1949.0000,-.61624951E+03,-.61624951E+03,1
pbesol,CdSe0.25Te0.75,P_Se+P_i,Charged+1,1947,-.61617941E+03,-.61617941E+03,1
pbesol,CdSe0.25Te0.75,P_Se+P_i,Charged+2,1946,-.61846009E+03,-.61846009E+03,1
pbesol,CdSe0.25Te0.75,P_Se+P_i,Charged-1,1949,-.61145356E+03,-.61143945E+03,1
pbesol,CdSe0.25Te0.75,P_Se+P_i,Charged-2,1950,-.60880393E+03,-.60880393E+03,1
pbesol,CdSe0.25Te0.75,P_Se+P_i,Neutral,1948.0000,-.61388890E+03,-.61388875E+03,1
pbesol,CdSe0.25Te0.75,P_Te,Charged+1,1942,-.61188491E+03,-.61184693E+03,1
pbesol,CdSe0.25Te0.75,P_Te,Charged+2,1941,-.61375941E+03,-.61371766E+03,1
pbesol,CdSe0.25Te0.75,P_Te,Charged-1,1944,-.60805454E+03,-.60805454E+03,1
pbesol,CdSe0.25Te0.75,P_Te,Charged-2,1945,-.60571185E+03,-.60569775E+03,1
pbesol,CdSe0.25Te0.75,P_Te,Neutral,1943.0000,-.60998762E+03,-.60996162E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_Te,Charged+1,1943,-.61148339E+03,-.61145720E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_Te,Charged+2,1942,-.61333852E+03,-.61330040E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_Te,Charged-1,1945,-.60728962E+03,-.60727552E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_Te,Charged-2,1946,-.60493319E+03,-.60493319E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_Te,Neutral,1944.0000,-.60959312E+03,-.60959312E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_i,Charged+1,1949,-.61387412E+03,-.61384829E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_i,Charged+2,1948,-.61578842E+03,-.61575081E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_i,Charged-1,1951,-.60907489E+03,-.60905399E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_i,Charged-2,1952,-.60708980E+03,-.60708980E+03,1
pbesol,CdSe0.25Te0.75,P_Te+Cl_i,Neutral,1950.0000,-.61192318E+03,-.61192318E+03,1
pbesol,CdSe0.25Te0.75,P_Te+O_Te,Charged+1,1942,-.61385308E+03,-.61381575E+03,1
pbesol,CdSe0.25Te0.75,P_Te+O_Te,Charged+2,1941,-.61567348E+03,-.61563248E+03,1
pbesol,CdSe0.25Te0.75,P_Te+O_Te,Charged-1,1944,-.61012829E+03,-.61012829E+03,1
pbesol,CdSe0.25Te0.75,P_Te+O_Te,Charged-2,1945,-.60791283E+03,-.60789873E+03,1
